StudentId,CollageId,Semester,Year,FieldName,SubjectId,Marks
2,138,4,2024,Assignment,9,16.87
2,130,8,2024,Assignment,10,37.00
3,146,1,2024,mid1,1,2.07
3,104,2,2024,mid1,2,30.08
3,126,5,2024,mid1,3,36.66
3,117,8,2024,mid1,4,86.85
3,144,8,2024,mid1,5,50.32
3,131,7,2024,mid1,6,47.98
3,133,5,2024,mid1,7,69.43
3,145,1,2024,mid1,8,49.73
3,145,2,2024,mid1,9,18.49
3,121,5,2024,mid1,10,7.08
3,107,7,2024,mid2,1,1.77
3,140,4,2024,mid2,2,81.74
3,130,5,2024,mid2,3,31.34
3,105,1,2024,mid2,4,40.65
3,140,5,2024,mid2,5,76.09
3,134,1,2024,mid2,6,24.79
3,150,5,2024,mid2,7,19.32
3,148,2,2024,mid2,8,15.36
3,132,8,2024,mid2,9,48.85
3,138,6,2024,mid2,10,42.85
3,103,6,2024,mid3,1,97.69
3,104,8,2024,mid3,2,16.24
3,135,4,2024,mid3,3,94.07
3,144,5,2024,mid3,4,9.54
3,112,1,2024,mid3,5,98.67
3,142,2,2024,mid3,6,40.96
3,101,1,2024,mid3,7,88.43
3,143,4,2024,mid3,8,43.29
3,123,6,2024,mid3,9,78.64
3,116,2,2024,mid3,10,72.77
3,109,2,2024,Attendance,1,21.51
3,127,5,2024,Attendance,2,92.04
3,130,7,2024,Attendance,3,33.37
3,115,3,2024,Attendance,4,88.88
3,114,6,2024,Attendance,5,87.41
3,117,6,2024,Attendance,6,34.25
3,149,5,2024,Attendance,7,46.29
3,102,5,2024,Attendance,8,23.15
3,101,1,2024,Attendance,9,80.99
3,148,1,2024,Attendance,10,97.26
3,143,8,2024,Assignment,1,95.16
3,102,7,2024,Assignment,2,48.00
3,119,1,2024,Assignment,3,12.72
3,127,8,2024,Assignment,4,68.98
3,101,8,2024,Assignment,5,12.66
3,108,6,2024,Assignment,6,58.74
3,145,7,2024,Assignment,7,33.28
3,113,4,2024,Assignment,8,19.93
3,123,4,2024,Assignment,9,12.91
3,121,1,2024,Assignment,10,4.57
4,139,7,2024,mid1,1,33.62
4,102,2,2024,mid1,2,6.70
4,142,7,2024,mid1,3,71.98
4,110,5,2024,mid1,4,83.96
4,126,3,2024,mid1,5,37.88
4,138,8,2024,mid1,6,29.51
4,135,6,2024,mid1,7,17.16
4,129,8,2024,mid1,8,27.59
4,104,2,2024,mid1,9,22.52
4,102,6,2024,mid1,10,95.32
4,145,8,2024,mid2,1,0.51
4,118,6,2024,mid2,2,0.80
4,138,3,2024,mid2,3,55.18
4,119,3,2024,mid2,4,30.18
4,118,3,2024,mid2,5,30.20
4,135,8,2024,mid2,6,34.70
4,128,8,2024,mid2,7,48.14
4,129,5,2024,mid2,8,62.29
4,138,4,2024,mid2,9,33.71
4,108,2,2024,mid2,10,68.58
4,141,5,2024,mid3,1,37.57
4,130,8,2024,mid3,2,28.49
4,124,4,2024,mid3,3,68.46
4,145,8,2024,mid3,4,37.56
4,134,2,2024,mid3,5,88.89
4,126,1,2024,mid3,6,94.05
4,125,5,2024,mid3,7,37.31
4,150,2,2024,mid3,8,19.24
4,150,8,2024,mid3,9,58.56
4,145,7,2024,mid3,10,44.54
4,134,8,2024,Attendance,1,74.89
4,128,4,2024,Attendance,2,2.17
4,122,3,2024,Attendance,3,53.23
4,104,6,2024,Attendance,4,55.06
4,102,4,2024,Attendance,5,93.37
4,146,5,2024,Attendance,6,75.19
4,112,2,2024,Attendance,7,34.88
4,128,8,2024,Attendance,8,99.21
4,127,8,2024,Attendance,9,51.52
4,127,6,2024,Attendance,10,97.80
4,137,7,2024,Assignment,1,23.60
4,115,1,2024,Assignment,2,57.00
4,150,3,2024,Assignment,3,58.49
4,118,7,2024,Assignment,4,63.10
4,146,3,2024,Assignment,5,8.73
4,124,1,2024,Assignment,6,37.53
4,133,2,2024,Assignment,7,95.19
4,119,3,2024,Assignment,8,88.88
4,131,7,2024,Assignment,9,8.63
4,147,5,2024,Assignment,10,74.53
5,132,8,2024,mid1,1,33.31
5,125,6,2024,mid1,2,41.99
5,135,3,2024,mid1,3,83.36
5,137,6,2024,mid1,4,20.62
5,104,3,2024,mid1,5,82.55
5,105,2,2024,mid1,6,82.76
5,123,1,2024,mid1,7,3.77
5,108,2,2024,mid1,8,52.78
5,140,2,2024,mid1,9,84.42
5,127,4,2024,mid1,10,27.07
5,108,4,2024,mid2,1,72.03
5,101,5,2024,mid2,2,75.39
5,118,4,2024,mid2,3,11.80
5,103,8,2024,mid2,4,81.35
5,109,6,2024,mid2,5,96.53
5,123,7,2024,mid2,6,99.48
5,138,2,2024,mid2,7,72.61
5,143,1,2024,mid2,8,25.70
5,106,1,2024,mid2,9,63.87
5,133,7,2024,mid2,10,19.06
5,103,1,2024,mid3,1,64.64
5,146,8,2024,mid3,2,9.19
5,104,5,2024,mid3,3,3.47
5,125,5,2024,mid3,4,48.13
5,137,5,2024,mid3,5,86.31
5,141,4,2024,mid3,6,5.32
5,119,1,2024,mid3,7,25.77
5,147,5,2024,mid3,8,32.14
5,146,2,2024,mid3,9,3.44
5,110,4,2024,mid3,10,35.17
5,147,3,2024,Attendance,1,48.50
5,109,1,2024,Attendance,2,11.23
5,101,2,2024,Attendance,3,78.41
5,115,8,2024,Attendance,4,83.79
5,121,6,2024,Attendance,5,98.03
5,126,4,2024,Attendance,6,11.76
5,138,2,2024,Attendance,7,72.05
5,123,1,2024,Attendance,8,76.84
5,119,4,2024,Attendance,9,92.57
5,149,7,2024,Attendance,10,0.69
5,119,5,2024,Assignment,1,51.13
5,129,7,2024,Assignment,2,26.95
5,134,8,2024,Assignment,3,49.99
5,131,4,2024,Assignment,4,39.76
5,132,2,2024,Assignment,5,1.62
5,122,2,2024,Assignment,6,42.54
5,108,7,2024,Assignment,7,21.57
5,116,8,2024,Assignment,8,81.53
5,112,4,2024,Assignment,9,53.04
5,107,5,2024,Assignment,10,69.30
6,118,8,2024,mid1,1,25.01
6,114,1,2024,mid1,2,59.61
6,146,2,2024,mid1,3,40.52
6,103,7,2024,mid1,4,95.02
6,137,1,2024,mid1,5,34.60
6,150,2,2024,mid1,6,77.03
6,103,7,2024,mid1,7,53.48
6,117,3,2024,mid1,8,42.65
6,109,1,2024,mid1,9,72.25
6,139,1,2024,mid1,10,27.48
6,113,6,2024,mid2,1,90.87
6,145,3,2024,mid2,2,65.00
6,133,6,2024,mid2,3,44.62
6,105,4,2024,mid2,4,89.76
6,121,3,2024,mid2,5,70.89
6,126,5,2024,mid2,6,55.89
6,133,5,2024,mid2,7,95.71
6,125,6,2024,mid2,8,52.55
6,126,1,2024,mid2,9,6.20
6,150,2,2024,mid2,10,95.48
6,127,1,2024,mid3,1,25.54
6,107,7,2024,mid3,2,22.62
6,128,4,2024,mid3,3,10.97
6,141,4,2024,mid3,4,57.93
6,145,2,2024,mid3,5,65.46
6,101,6,2024,mid3,6,99.77
6,134,1,2024,mid3,7,15.82
6,135,2,2024,mid3,8,59.85
6,127,1,2024,mid3,9,61.03
6,138,1,2024,mid3,10,2.37
6,144,4,2024,Attendance,1,76.47
6,138,7,2024,Attendance,2,45.34
6,134,5,2024,Attendance,3,80.88
6,138,6,2024,Attendance,4,30.57
6,123,8,2024,Attendance,5,87.69
6,111,7,2024,Attendance,6,44.96
6,124,5,2024,Attendance,7,33.99
6,122,3,2024,Attendance,8,0.84
6,121,6,2024,Attendance,9,72.71
6,142,6,2024,Attendance,10,45.88
6,133,7,2024,Assignment,1,32.03
6,104,1,2024,Assignment,2,80.49
6,110,7,2024,Assignment,3,66.18
6,119,7,2024,Assignment,4,22.18
6,117,4,2024,Assignment,5,67.68
6,140,6,2024,Assignment,6,48.76
6,114,7,2024,Assignment,7,93.69
6,132,6,2024,Assignment,8,32.54
6,145,5,2024,Assignment,9,54.98
6,115,2,2024,Assignment,10,58.53
7,123,7,2024,mid1,1,70.77
7,107,7,2024,mid1,2,5.71
7,106,8,2024,mid1,3,94.09
7,139,6,2024,mid1,4,54.56
7,115,5,2024,mid1,5,87.88
7,143,6,2024,mid1,6,39.04
7,132,8,2024,mid1,7,54.19
7,134,8,2024,mid1,8,80.50
7,136,8,2024,mid1,9,89.71
7,137,7,2024,mid1,10,87.58
7,141,1,2024,mid2,1,46.22
7,110,8,2024,mid2,2,5.35
7,136,7,2024,mid2,3,83.65
7,121,7,2024,mid2,4,91.65
7,110,5,2024,mid2,5,71.73
7,132,3,2024,mid2,6,87.60
7,149,8,2024,mid2,7,48.21
7,128,6,2024,mid2,8,92.04
7,121,7,2024,mid2,9,68.81
7,115,6,2024,mid2,10,85.32
7,109,1,2024,mid3,1,83.17
7,140,2,2024,mid3,2,96.69
7,112,1,2024,mid3,3,18.46
7,102,2,2024,mid3,4,79.15
7,150,1,2024,mid3,5,91.58
7,117,2,2024,mid3,6,3.18
7,148,8,2024,mid3,7,35.25
7,132,7,2024,mid3,8,5.81
7,147,7,2024,mid3,9,26.98
7,130,3,2024,mid3,10,0.53
7,141,7,2024,Attendance,1,51.53
7,112,7,2024,Attendance,2,45.19
7,106,6,2024,Attendance,3,35.86
7,132,6,2024,Attendance,4,43.28
7,142,2,2024,Attendance,5,79.16
7,108,6,2024,Attendance,6,74.31
7,116,4,2024,Attendance,7,41.94
7,104,7,2024,Attendance,8,79.11
7,113,6,2024,Attendance,9,61.15
7,117,4,2024,Attendance,10,31.78
7,107,4,2024,Assignment,1,84.34
7,103,5,2024,Assignment,2,18.95
7,114,1,2024,Assignment,3,78.00
7,127,8,2024,Assignment,4,2.99
7,116,6,2024,Assignment,5,23.41
7,128,7,2024,Assignment,6,26.57
7,134,6,2024,Assignment,7,96.63
7,136,6,2024,Assignment,8,36.10
7,110,5,2024,Assignment,9,0.03
7,133,1,2024,Assignment,10,15.95
8,144,1,2024,mid1,1,4.97
8,143,5,2024,mid1,2,35.57
8,137,6,2024,mid1,3,24.72
8,112,2,2024,mid1,4,41.87
8,148,4,2024,mid1,5,78.99
8,119,2,2024,mid1,6,47.26
8,114,1,2024,mid1,7,76.33
8,139,5,2024,mid1,8,20.47
8,107,3,2024,mid1,9,62.95
8,134,6,2024,mid1,10,90.12
8,129,3,2024,mid2,1,50.93
8,116,3,2024,mid2,2,41.87
8,144,8,2024,mid2,3,86.50
8,128,2,2024,mid2,4,57.57
8,142,7,2024,mid2,5,60.90
8,105,6,2024,mid2,6,40.22
8,141,7,2024,mid2,7,28.18
8,145,3,2024,mid2,8,50.58
8,143,1,2024,mid2,9,84.68
8,119,4,2024,mid2,10,14.62
8,110,7,2024,mid3,1,95.84
8,116,4,2024,mid3,2,91.39
8,137,6,2024,mid3,3,28.27
8,110,7,2024,mid3,4,60.90
8,145,6,2024,mid3,5,89.76
8,146,4,2024,mid3,6,62.21
8,139,8,2024,mid3,7,96.71
8,149,2,2024,mid3,8,79.20
8,149,4,2024,mid3,9,9.50
8,106,4,2024,mid3,10,88.02
8,137,7,2024,Attendance,1,85.55
8,113,5,2024,Attendance,2,14.65
8,131,1,2024,Attendance,3,28.41
8,112,6,2024,Attendance,4,56.58
8,127,6,2024,Attendance,5,46.59
8,150,8,2024,Attendance,6,6.71
8,130,4,2024,Attendance,7,87.24
8,130,8,2024,Attendance,8,95.39
8,101,8,2024,Attendance,9,41.19
8,131,5,2024,Attendance,10,8.94
8,137,1,2024,Assignment,1,50.83
8,110,2,2024,Assignment,2,89.05
8,138,6,2024,Assignment,3,8.88
8,107,5,2024,Assignment,4,94.12
8,106,7,2024,Assignment,5,68.31
8,113,8,2024,Assignment,6,51.00
8,145,6,2024,Assignment,7,86.95
8,102,2,2024,Assignment,8,16.00
8,124,6,2024,Assignment,9,10.90
8,109,6,2024,Assignment,10,90.18
9,140,6,2024,mid1,1,71.33
9,142,1,2024,mid1,2,80.25
9,122,8,2024,mid1,3,8.95
9,130,3,2024,mid1,4,79.29
9,121,1,2024,mid1,5,78.02
9,113,2,2024,mid1,6,65.90
9,141,7,2024,mid1,7,82.39
9,122,4,2024,mid1,8,74.61
9,126,7,2024,mid1,9,98.49
9,111,4,2024,mid1,10,56.49
9,140,3,2024,mid2,1,55.58
9,131,6,2024,mid2,2,6.62
9,114,8,2024,mid2,3,84.36
9,132,2,2024,mid2,4,90.12
9,147,3,2024,mid2,5,6.97
9,120,6,2024,mid2,6,10.81
9,128,2,2024,mid2,7,13.10
9,112,5,2024,mid2,8,13.95
9,108,4,2024,mid2,9,95.50
9,104,4,2024,mid2,10,9.37
9,142,1,2024,mid3,1,83.28
9,116,8,2024,mid3,2,35.03
9,116,7,2024,mid3,3,68.98
9,105,3,2024,mid3,4,60.78
9,101,7,2024,mid3,5,56.53
9,145,6,2024,mid3,6,98.44
9,133,4,2024,mid3,7,39.47
9,106,4,2024,mid3,8,48.75
9,114,7,2024,mid3,9,39.56
9,105,5,2024,mid3,10,6.23
9,120,3,2024,Attendance,1,55.84
9,140,6,2024,Attendance,2,70.03
9,114,6,2024,Attendance,3,67.80
9,123,6,2024,Attendance,4,18.11
9,130,4,2024,Attendance,5,6.97
9,147,1,2024,Attendance,6,95.25
9,143,3,2024,Attendance,7,71.83
9,147,1,2024,Attendance,8,69.09
9,102,4,2024,Attendance,9,90.40
9,126,4,2024,Attendance,10,2.56
9,136,1,2024,Assignment,1,92.10
9,146,6,2024,Assignment,2,7.57
9,140,2,2024,Assignment,3,65.75
9,124,3,2024,Assignment,4,95.46
9,129,1,2024,Assignment,5,72.99
9,113,1,2024,Assignment,6,81.76
9,129,1,2024,Assignment,7,49.16
9,128,1,2024,Assignment,8,89.41
9,101,4,2024,Assignment,9,69.02
9,140,8,2024,Assignment,10,3.57
10,132,6,2024,mid1,1,64.03
10,138,4,2024,mid1,2,55.19
10,117,1,2024,mid1,3,11.96
10,140,6,2024,mid1,4,88.45
10,131,8,2024,mid1,5,65.84
10,130,8,2024,mid1,6,1.59
10,126,8,2024,mid1,7,14.32
10,105,8,2024,mid1,8,10.46
10,142,5,2024,mid1,9,60.59
10,122,5,2024,mid1,10,63.06
10,128,5,2024,mid2,1,46.90
10,130,7,2024,mid2,2,64.92
10,132,6,2024,mid2,3,59.97
10,142,7,2024,mid2,4,72.96
10,105,8,2024,mid2,5,14.54
10,117,5,2024,mid2,6,10.15
10,127,1,2024,mid2,7,69.47
10,146,3,2024,mid2,8,36.03
10,114,3,2024,mid2,9,9.07
10,123,4,2024,mid2,10,11.76
10,148,3,2024,mid3,1,75.52
10,135,8,2024,mid3,2,23.67
10,124,5,2024,mid3,3,83.58
10,150,2,2024,mid3,4,8.94
10,115,8,2024,mid3,5,67.33
10,130,8,2024,mid3,6,72.45
10,131,2,2024,mid3,7,0.12
10,137,4,2024,mid3,8,66.82
10,115,5,2024,mid3,9,73.51
10,113,3,2024,mid3,10,78.24
10,121,5,2024,Attendance,1,2.96
10,125,7,2024,Attendance,2,72.56
10,141,4,2024,Attendance,3,99.27
10,143,2,2024,Attendance,4,99.73
10,131,3,2024,Attendance,5,18.76
10,113,4,2024,Attendance,6,1.86
10,120,3,2024,Attendance,7,64.33
10,104,7,2024,Attendance,8,16.64
10,131,8,2024,Attendance,9,98.78
10,103,4,2024,Attendance,10,35.23
10,120,5,2024,Assignment,1,2.40
10,142,3,2024,Assignment,2,6.52
10,138,4,2024,Assignment,3,76.34
10,142,2,2024,Assignment,4,88.14
10,106,3,2024,Assignment,5,0.15
10,132,7,2024,Assignment,6,59.17
10,150,5,2024,Assignment,7,29.41
10,135,2,2024,Assignment,8,90.28
10,109,4,2024,Assignment,9,49.44
10,126,5,2024,Assignment,10,0.99
11,126,7,2024,mid1,1,70.07
11,145,6,2024,mid1,2,80.27
11,120,3,2024,mid1,3,56.74
11,144,2,2024,mid1,4,51.19
11,125,6,2024,mid1,5,84.60
11,125,4,2024,mid1,6,47.94
11,115,1,2024,mid1,7,57.14
11,134,3,2024,mid1,8,8.22
11,113,7,2024,mid1,9,92.62
11,145,6,2024,mid1,10,75.96
11,103,2,2024,mid2,1,90.03
11,126,7,2024,mid2,2,71.33
11,109,6,2024,mid2,3,90.00
11,141,1,2024,mid2,4,73.65
11,140,5,2024,mid2,5,82.12
11,134,7,2024,mid2,6,5.02
11,148,6,2024,mid2,7,93.80
11,118,2,2024,mid2,8,89.61
11,137,6,2024,mid2,9,76.71
11,127,7,2024,mid2,10,82.90
11,137,4,2024,mid3,1,57.49
11,125,7,2024,mid3,2,80.51
11,123,7,2024,mid3,3,59.80
11,129,5,2024,mid3,4,32.59
11,122,8,2024,mid3,5,44.68
11,113,1,2024,mid3,6,68.22
11,145,6,2024,mid3,7,37.86
11,140,3,2024,mid3,8,12.44
11,148,7,2024,mid3,9,14.61
11,108,6,2024,mid3,10,86.86
11,145,6,2024,Attendance,1,36.17
11,121,6,2024,Attendance,2,60.46
11,133,4,2024,Attendance,3,27.71
11,148,6,2024,Attendance,4,58.49
11,130,6,2024,Attendance,5,35.40
11,129,7,2024,Attendance,6,42.85
11,105,2,2024,Attendance,7,4.37
11,140,6,2024,Attendance,8,76.38
11,149,3,2024,Attendance,9,11.68
11,146,3,2024,Attendance,10,92.82
11,137,7,2024,Assignment,1,34.09
11,139,2,2024,Assignment,2,81.15
11,133,8,2024,Assignment,3,39.84
11,118,7,2024,Assignment,4,11.67
11,116,5,2024,Assignment,5,16.78
11,135,8,2024,Assignment,6,47.61
11,128,8,2024,Assignment,7,14.59
11,109,4,2024,Assignment,8,4.80
11,103,7,2024,Assignment,9,37.79
11,115,6,2024,Assignment,10,78.01
12,150,1,2024,mid1,1,0.76
12,127,1,2024,mid1,2,99.58
12,137,1,2024,mid1,3,92.06
12,122,2,2024,mid1,4,0.31
12,143,5,2024,mid1,5,76.53
12,134,5,2024,mid1,6,47.09
12,148,4,2024,mid1,7,12.58
12,122,4,2024,mid1,8,42.27
12,102,1,2024,mid1,9,81.79
12,125,5,2024,mid1,10,20.79
12,104,4,2024,mid2,1,94.19
12,150,5,2024,mid2,2,21.93
12,110,4,2024,mid2,3,87.93
12,138,1,2024,mid2,4,53.61
12,150,2,2024,mid2,5,48.30
12,111,3,2024,mid2,6,47.61
12,106,2,2024,mid2,7,17.42
12,107,8,2024,mid2,8,52.44
12,116,4,2024,mid2,9,65.89
12,128,6,2024,mid2,10,70.42
12,110,3,2024,mid3,1,42.52
12,138,8,2024,mid3,2,34.39
12,114,1,2024,mid3,3,23.62
12,109,6,2024,mid3,4,69.15
12,102,5,2024,mid3,5,11.85
12,142,1,2024,mid3,6,19.80
12,120,4,2024,mid3,7,21.17
12,146,5,2024,mid3,8,57.70
12,135,8,2024,mid3,9,46.08
12,147,4,2024,mid3,10,23.03
12,124,7,2024,Attendance,1,44.46
12,144,8,2024,Attendance,2,83.19
12,134,5,2024,Attendance,3,80.62
12,113,8,2024,Attendance,4,6.26
12,134,5,2024,Attendance,5,67.77
12,126,6,2024,Attendance,6,95.81
12,114,6,2024,Attendance,7,70.92
12,139,1,2024,Attendance,8,45.94
12,119,7,2024,Attendance,9,10.41
12,110,6,2024,Attendance,10,37.82
12,147,5,2024,Assignment,1,97.50
12,123,6,2024,Assignment,2,44.58
12,112,7,2024,Assignment,3,35.15
12,139,8,2024,Assignment,4,11.96
12,115,6,2024,Assignment,5,96.35
12,134,5,2024,Assignment,6,9.41
12,131,8,2024,Assignment,7,87.22
12,136,5,2024,Assignment,8,6.79
12,120,4,2024,Assignment,9,64.55
12,120,1,2024,Assignment,10,92.45
13,121,5,2024,mid1,1,24.65
13,116,3,2024,mid1,2,33.51
13,150,6,2024,mid1,3,75.40
13,105,6,2024,mid1,4,78.26
13,110,8,2024,mid1,5,73.50
13,104,7,2024,mid1,6,11.54
13,131,7,2024,mid1,7,91.91
13,121,7,2024,mid1,8,48.38
13,150,2,2024,mid1,9,21.51
13,132,4,2024,mid1,10,1.37
13,118,7,2024,mid2,1,1.62
13,127,3,2024,mid2,2,72.00
13,101,3,2024,mid2,3,38.68
13,134,1,2024,mid2,4,12.26
13,139,2,2024,mid2,5,16.02
13,106,6,2024,mid2,6,57.13
13,112,3,2024,mid2,7,14.10
13,120,3,2024,mid2,8,8.07
13,112,1,2024,mid2,9,23.90
13,123,1,2024,mid2,10,14.28
13,119,2,2024,mid3,1,35.65
13,116,7,2024,mid3,2,96.13
13,128,6,2024,mid3,3,1.61
13,134,4,2024,mid3,4,14.00
13,110,3,2024,mid3,5,70.02
13,109,6,2024,mid3,6,23.46
13,148,4,2024,mid3,7,88.60
13,141,8,2024,mid3,8,35.54
13,133,4,2024,mid3,9,47.87
13,145,7,2024,mid3,10,58.95
13,102,4,2024,Attendance,1,15.44
13,136,3,2024,Attendance,2,24.91
13,133,1,2024,Attendance,3,26.06
13,139,7,2024,Attendance,4,87.69
13,146,5,2024,Attendance,5,99.62
13,112,1,2024,Attendance,6,42.44
13,101,1,2024,Attendance,7,4.04
13,101,7,2024,Attendance,8,42.53
13,106,7,2024,Attendance,9,47.72
13,150,4,2024,Attendance,10,50.79
13,105,3,2024,Assignment,1,97.59
13,141,3,2024,Assignment,2,13.53
13,128,6,2024,Assignment,3,71.52
13,121,3,2024,Assignment,4,57.20
13,118,2,2024,Assignment,5,37.00
13,149,6,2024,Assignment,6,53.04
13,132,4,2024,Assignment,7,39.94
13,128,3,2024,Assignment,8,37.23
13,114,4,2024,Assignment,9,14.91
13,129,3,2024,Assignment,10,77.59
14,121,4,2024,mid1,1,43.28
14,116,4,2024,mid1,2,88.37
14,113,6,2024,mid1,3,93.55
14,115,5,2024,mid1,4,36.98
14,125,7,2024,mid1,5,71.77
14,114,2,2024,mid1,6,40.91
14,139,8,2024,mid1,7,33.48
14,118,4,2024,mid1,8,61.06
14,136,1,2024,mid1,9,8.97
14,150,7,2024,mid1,10,23.08
14,126,5,2024,mid2,1,41.40
14,110,2,2024,mid2,2,93.69
14,135,2,2024,mid2,3,5.42
14,134,4,2024,mid2,4,10.11
14,132,3,2024,mid2,5,55.94
14,108,5,2024,mid2,6,8.66
14,149,6,2024,mid2,7,97.82
14,123,7,2024,mid2,8,68.82
14,113,4,2024,mid2,9,6.47
14,122,6,2024,mid2,10,47.97
14,135,8,2024,mid3,1,16.58
14,147,2,2024,mid3,2,41.32
14,149,2,2024,mid3,3,38.58
14,134,6,2024,mid3,4,83.19
14,121,8,2024,mid3,5,65.95
14,140,7,2024,mid3,6,0.47
14,125,1,2024,mid3,7,63.66
14,144,8,2024,mid3,8,76.19
14,149,4,2024,mid3,9,95.59
14,104,7,2024,mid3,10,60.15
14,135,2,2024,Attendance,1,48.09
14,143,3,2024,Attendance,2,83.36
14,105,6,2024,Attendance,3,89.09
14,142,3,2024,Attendance,4,12.08
14,149,5,2024,Attendance,5,39.49
14,108,8,2024,Attendance,6,94.82
14,128,5,2024,Attendance,7,79.32
14,143,5,2024,Attendance,8,39.12
14,128,4,2024,Attendance,9,56.13
14,111,6,2024,Attendance,10,52.00
14,119,3,2024,Assignment,1,44.05
14,121,7,2024,Assignment,2,23.76
14,132,2,2024,Assignment,3,8.34
14,142,1,2024,Assignment,4,27.37
14,130,6,2024,Assignment,5,80.74
14,148,7,2024,Assignment,6,8.83
14,106,1,2024,Assignment,7,42.00
14,116,8,2024,Assignment,8,56.81
14,108,7,2024,Assignment,9,83.49
14,118,8,2024,Assignment,10,82.82
15,132,2,2024,mid1,1,18.35
15,147,3,2024,mid1,2,26.66
15,125,1,2024,mid1,3,13.36
15,147,6,2024,mid1,4,57.28
15,104,1,2024,mid1,5,55.86
15,124,2,2024,mid1,6,13.16
15,108,2,2024,mid1,7,37.47
15,147,3,2024,mid1,8,62.00
15,124,8,2024,mid1,9,13.99
15,142,7,2024,mid1,10,11.61
15,112,3,2024,mid2,1,93.56
15,130,4,2024,mid2,2,75.90
15,109,2,2024,mid2,3,15.52
15,143,5,2024,mid2,4,28.11
15,103,3,2024,mid2,5,99.57
15,143,5,2024,mid2,6,87.54
15,130,7,2024,mid2,7,48.33
15,150,1,2024,mid2,8,0.97
